educ age income Party fAge
Coll 38 (45,60] Democrat (35,45]
HS 56 (45,60] Republican (55,65]
HS 31 (45,60] Republican (25,35]
MAdeg 40 (45,60] Republican (35,45]
HS 44 (45,60] Democrat (35,45]
Coll 39 (45,60] Independent (35,45]
HS 45 (45,60] Democrat (35,45]
BAdeg 72 (45,60] Democrat (65,75]
MAdeg 44 (45,60] Democrat (35,45]
MAdeg 61 (60,75] Democrat (55,65]
MAdeg 34 (60,75] Republican (25,35]
BAdeg 61 (60,75] Republican (55,65]
Coll 67 (60,75] Democrat (65,75]
BAdeg 38 (60,75] Republican (35,45]
BAdeg 50 (60,75] Democrat (45,55]
Coll 62 (60,75] Republican (55,65]
BAdeg 36 (60,75] Republican (35,45]
BAdeg 50 (60,75] Independent (45,55]
BAdeg 30 (60,75] Democrat (25,35]
CCdeg 59 (60,75] Republican (55,65]
BAdeg 62 (60,75] Democrat (55,65]
Coll 40 (60,75] Independent (35,45]
Coll 30 (60,75] Republican (25,35]
HS 47 (60,75] Independent (45,55]
BAdeg 41 (60,75] Democrat (35,45]
MAdeg 35 (60,75] Republican (25,35]
Coll 45 (60,75] Republican (35,45]
BAdeg 34 (60,75] Independent (25,35]
HS 55 (60,75] Independent (45,55]
Coll 37 (60,75] Independent (35,45]
MAdeg 61 (60,75] Independent (55,65]
HSdrop 62 (60,75] Democrat (55,65]
BAdeg 54 (60,75] Republican (45,55]
BAdeg 33 (60,75] Democrat (25,35]
BAdeg 50 (60,75] Democrat (45,55]
HS 37 (60,75] Independent (35,45]
HS 44 (60,75] Independent (35,45]
HS 78 (60,75] Independent (75,100]
HS 56 (60,75] Republican (55,65]
BAdeg 29 (60,75] Independent (25,35]
BAdeg 52 (60,75] Independent (45,55]
HS 31 (60,75] Democrat (25,35]
MAdeg 34 (60,75] Republican (25,35]
MAdeg 31 (60,75] Republican (25,35]
BAdeg 43 (60,75] Independent (35,45]
HS 31 (60,75] Republican (25,35]
MAdeg 63 (60,75] Republican (55,65]
Coll 38 (60,75] Independent (35,45]
CCdeg 31 (60,75] Republican (25,35]
HS 64 (60,75] Democrat (55,65]
MAdeg 55 (60,75] Republican (45,55]
HS 41 (60,75] Democrat (35,45]
Coll 38 (60,75] Republican (35,45]
BAdeg 28 (60,75] Republican (25,35]
CCdeg 42 (60,75] Republican (35,45]
Coll 43 (60,75] Democrat (35,45]
Coll 37 (60,75] Republican (35,45]
CCdeg 47 (60,75] Independent (45,55]
MAdeg 52 (60,75] Republican (45,55]
Coll 32 (60,75] Republican (25,35]
HS 29 (60,75] Independent (25,35]
HS 56 (60,75] Independent (55,65]
MAdeg 63 (60,75] Republican (55,65]
CCdeg 35 (60,75] Democrat (25,35]
Coll 36 (60,75] Independent (35,45]
CCdeg 75 (60,75] Democrat (65,75]
BAdeg 48 (60,75] Democrat (45,55]
CCdeg 36 (60,75] Republican (35,45]
BAdeg 34 (60,75] Independent (25,35]
CCdeg 35 (60,75] Democrat (25,35]
Coll 50 (60,75] Republican (45,55]
MAdeg 39 (60,75] Republican (35,45]
MAdeg 70 (60,75] Republican (65,75]
HS 76 (60,75] Republican (75,100]
BAdeg 35 (60,75] Republican (25,35]
MAdeg 53 (60,75] Independent (45,55]
BAdeg 46 (60,75] Independent (45,55]
Coll 34 (60,75] Independent (25,35]
Coll 69 (60,75] Republican (65,75]
HS 32 (60,75] Democrat (25,35]
HSdrop 50 (60,75] Republican (45,55]
BAdeg 35 (60,75] Republican (25,35]
CCdeg 67 (60,75] Republican (65,75]
HS 47 (60,75] Republican (45,55]
BAdeg 50 (60,75] Independent (45,55]
HS 32 (60,75] Independent (25,35]
CCdeg 58 (60,75] Independent (55,65]
MAdeg 49 (60,75] Democrat (45,55]
Coll 43 (60,75] Democrat (35,45]
BAdeg 24 (60,75] Republican (0,25]
MAdeg 58 (60,75] Independent (55,65]
Coll 43 (60,75] Democrat (35,45]
HS 59 (60,75] Republican (55,65]
CCdeg 40 (60,75] Republican (35,45]
Coll 35 (60,75] Democrat (25,35]
Coll 48 (60,75] Democrat (45,55]
HS 40 (60,75] Republican (35,45]
HS 48 (60,75] Democrat (45,55]
MAdeg 47 (60,75] Democrat (45,55]
HS 23 (60,75] Democrat (0,25]
HS 38 (60,75] Republican (35,45]
MAdeg 81 (60,75] Republican (75,100]
BAdeg 48 (60,75] Democrat (45,55]
HS 52 (60,75] Independent (45,55]
BAdeg 24 (60,75] Independent (0,25]
CCdeg 21 (60,75] Democrat (0,25]
BAdeg 70 (60,75] Republican (65,75]
BAdeg 24 (60,75] Republican (0,25]
MAdeg 57 (60,75] Democrat (55,65]
BAdeg 37 (60,75] Independent (35,45]
CCdeg 25 (60,75] Republican (0,25]
HS 33 (60,75] Democrat (25,35]
HS 45 (75,90] Democrat (35,45]
BAdeg 42 (75,90] Republican (35,45]
BAdeg 47 (75,90] Independent (45,55]
MAdeg 51 (75,90] Republican (45,55]
HSdrop 85 (75,90] Republican (75,100]
MAdeg 32 (75,90] Independent (25,35]
MAdeg 31 (75,90] Independent (25,35]
BAdeg 23 (75,90] Independent (0,25]
BAdeg 42 (75,90] Democrat (35,45]
BAdeg 55 (75,90] Republican (45,55]
BAdeg 45 (75,90] Republican (35,45]
MAdeg 35 (75,90] Republican (25,35]
BAdeg 45 (75,90] Democrat (35,45]
HS 42 (75,90] Independent (35,45]
Coll 37 (75,90] Republican (35,45]
HS 38 (75,90] Republican (35,45]
MAdeg 47 (75,90] Democrat (45,55]
BAdeg 32 (75,90] Independent (25,35]
BAdeg 35 (75,90] Republican (25,35]
Coll 38 (75,90] Republican (35,45]
HS 40 (75,90] Independent (35,45]
BAdeg 62 (75,90] Republican (55,65]
MAdeg 28 (75,90] Democrat (25,35]
CCdeg 59 (75,90] Republican (55,65]
BAdeg 25 (75,90] Democrat (0,25]
BAdeg 31 (75,90] Republican (25,35]
Coll 45 (75,90] Republican (35,45]
BAdeg 42 (75,90] Republican (35,45]
MAdeg 56 (75,90] Democrat (55,65]
MAdeg 47 (75,90] Democrat (45,55]
BAdeg 38 (75,90] Republican (35,45]
BAdeg 47 (75,90] Independent (45,55]
Coll 49 (75,90] Republican (45,55]
MAdeg 29 (75,90] Independent (25,35]
BAdeg 57 (75,90] Democrat (55,65]
HS 68 (75,90] Republican (65,75]
BAdeg 76 (75,90] Democrat (75,100]
BAdeg 66 (75,90] Republican (65,75]
Coll 59 (75,90] Independent (55,65]
MAdeg 37 (75,90] Independent (35,45]
BAdeg 38 (75,90] Republican (35,45]
MAdeg 47 (75,90] Republican (45,55]
MAdeg 36 (75,90] Republican (35,45]
MAdeg 45 (75,90] Democrat (35,45]
MAdeg 39 (75,90] Republican (35,45]
BAdeg 34 (75,90] Democrat (25,35]
Coll 49 (75,90] Democrat (45,55]
BAdeg 36 (75,90] Republican (35,45]
CCdeg 81 (75,90] Republican (75,100]
Coll 29 (75,90] Independent (25,35]
BAdeg 45 (75,90] Democrat (35,45]
Coll 21 (75,90] Republican (0,25]
BAdeg 33 (75,90] Republican (25,35]
HS 44 (90+] Independent (35,45]
MAdeg 52 (90+] Independent (45,55]
Coll 38 (90+] Democrat (35,45]
CCdeg 44 (90+] Independent (35,45]
MAdeg 87 (90+] Republican (75,100]
HS 22 (90+] Republican (0,25]
BAdeg 32 (90+] Independent (25,35]
HS 69 (90+] Independent (65,75]
BAdeg 49 (90+] Republican (45,55]
HS 53 (90+] Republican (45,55]
BAdeg 44 (90+] Republican (35,45]
BAdeg 34 (90+] Republican (25,35]
MAdeg 55 (90+] Republican (45,55]
BAdeg 35 (90+] Democrat (25,35]
HS 55 (90+] Independent (45,55]
BAdeg 27 (90+] Republican (25,35]
BAdeg 26 (90+] Democrat (25,35]
BAdeg 54 (90+] Republican (45,55]
Coll 42 (90+] Republican (35,45]
MAdeg 57 (90+] Republican (55,65]
BAdeg 54 (90+] Republican (45,55]
BAdeg 55 (90+] Republican (45,55]
MAdeg 50 (90+] Republican (45,55]
MAdeg 57 (90+] Democrat (55,65]
Coll 46 (90+] Independent (45,55]
BAdeg 53 (90+] Republican (45,55]
MAdeg 32 (90+] Democrat (25,35]
CCdeg 53 (90+] Independent (45,55]
BAdeg 39 (90+] Democrat (35,45]
BAdeg 47 (90+] Independent (45,55]
Coll 57 (90+] Independent (55,65]
BAdeg 49 (90+] Republican (45,55]
CCdeg 31 (90+] Republican (25,35]
BAdeg 43 (90+] Republican (35,45]
BAdeg 44 (90+] Independent (35,45]
BAdeg 39 (90+] Democrat (35,45]
Coll 49 (90+] Republican (45,55]
BAdeg 72 (90+] Independent (65,75]
BAdeg 50 (90+] Republican (45,55]
Coll 28 (90+] Republican (25,35]
MAdeg 48 (90+] Independent (45,55]
BAdeg 32 (90+] Democrat (25,35]
Coll 63 (90+] Democrat (55,65]
Coll 36 (90+] Republican (35,45]
BAdeg 36 (90+] Republican (35,45]
HS 53 (90+] Independent (45,55]
MAdeg 44 (90+] Independent (35,45]
MAdeg 41 (90+] Republican (35,45]
MAdeg 56 (90+] Democrat (55,65]
MAdeg 63 (90+] Independent (55,65]
BAdeg 52 (90+] Democrat (45,55]
MAdeg 43 (90+] Independent (35,45]
HS 40 (90+] Independent (35,45]
Coll 69 (90+] Independent (65,75]
MAdeg 49 (90+] Democrat (45,55]
MAdeg 65 (90+] Independent (55,65]
MAdeg 53 (90+] Republican (45,55]
Coll 50 (90+] Republican (45,55]
CCdeg 27 (90+] Democrat (25,35]
BAdeg 44 (90+] Republican (35,45]
MAdeg 54 (90+] Democrat (45,55]
CCdeg 33 (90+] Independent (25,35]
MAdeg 48 (90+] Independent (45,55]
CCdeg 54 (90+] Republican (45,55]
HS 56 (90+] Republican (55,65]
MAdeg 34 (90+] Independent (25,35]
BAdeg 41 (90+] Republican (35,45]
BAdeg 40 (90+] Republican (35,45]
BAdeg 55 (90+] Republican (45,55]
BAdeg 38 (90+] Republican (35,45]
BAdeg 40 (90+] Republican (35,45]
Coll 46 (90+] Republican (45,55]
BAdeg 26 (90+] Democrat (25,35]
BAdeg 49 (90+] Independent (45,55]
CCdeg 51 (90+] Republican (45,55]
BAdeg 46 (90+] Independent (45,55]
MAdeg 40 (90+] Independent (35,45]
CCdeg 30 (90+] Independent (25,35]
CCdeg 45 (90+] Independent (35,45]
MAdeg 52 (90+] Independent (45,55]
BAdeg 36 (90+] Republican (35,45]
BAdeg 49 (90+] Independent (45,55]
MAdeg 38 (90+] Democrat (35,45]
MAdeg 51 (90+] Democrat (45,55]
BAdeg 47 (90+] Democrat (45,55]
MAdeg 52 (90+] Republican (45,55]
BAdeg 33 (90+] Republican (25,35]
Coll 50 (90+] Republican (45,55]
MAdeg 48 (90+] Independent (45,55]
BAdeg 36 (90+] Democrat (35,45]
MAdeg 35 (90+] Democrat (25,35]
MAdeg 34 (90+] Independent (25,35]
BAdeg 53 (90+] Independent (45,55]
MAdeg 33 (90+] Independent (25,35]
BAdeg 52 (90+] Republican (45,55]
MAdeg 44 (90+] Independent (35,45]
BAdeg 48 (90+] Democrat (45,55]
Coll 20 (90+] Republican (0,25]
BAdeg 45 (90+] Republican (35,45]
HS 70 (90+] Independent (65,75]
HS 39 (90+] Independent (35,45]
MAdeg 40 (90+] Democrat (35,45]
BAdeg 62 (90+] Republican (55,65]
BAdeg 46 (90+] Independent (45,55]
HS 46 (90+] Independent (45,55]
MAdeg 56 (90+] Republican (55,65]
MAdeg 55 (90+] Republican (45,55]
Coll 41 (90+] Republican (35,45]
MAdeg 43 (90+] Democrat (35,45]
HS 34 (90+] Republican (25,35]
BAdeg 73 (90+] Independent (65,75]
BAdeg 50 (90+] Republican (45,55]
BAdeg 43 (90+] Republican (35,45]
MAdeg 46 (90+] Republican (45,55]
MAdeg 61 (90+] Independent (55,65]
